entity,topic,classification,document_reference,custom_id,speech_id,request_idx,speech_narrative_id,entity_type,entity_speech_narrative_id
sequence of shocks,geopolitical shocks,higher,,speech_16653_narr_16653_34_cause_209,16653,209,16653_34,cause,sequence of shocks|16653_34
change in monetary transmission lags,interest rates,normal,,speech_16653_narr_16653_34_effect_209,16653,209,16653_34,effect,change in monetary transmission lags|16653_34
transmission from monetary policy to financial markets,financial markets,normal,,speech_16653_narr_16653_35_cause_210,16653,210,16653_35,cause,transmission from monetary policy to financial markets|16653_35
change in monetary transmission lags,interest rates,normal,,speech_16653_narr_16653_35_effect_210,16653,210,16653_35,effect,change in monetary transmission lags|16653_35
degree of backward- or forward-lookingness in expectations formation,inflation,normal,,speech_16653_narr_16653_36_cause_211,16653,211,16653_36,cause,degree of backward- or forward-lookingness in expectations formation|16653_36
effectiveness of monetary policy,interest rates,lower,,speech_16653_narr_16653_36_effect_211,16653,211,16653_36,effect,effectiveness of monetary policy|16653_36
greater degree of front-loading,interest rates,higher,,speech_16653_narr_16653_37_cause_212,16653,212,16653_37,cause,greater degree of front-loading|16653_37
risk of increasing share of backward-looking households and firms,inflation,lower,,speech_16653_narr_16653_37_effect_212,16653,212,16653_37,effect,risk of increasing share of backward-looking households and firms|16653_37
monetary policy path,interest rates,normal,,speech_16653_narr_16653_38_cause_213,16653,213,16653_38,cause,monetary policy path|16653_38
quick transmission to financial markets,financial markets,higher,,speech_16653_narr_16653_38_effect_213,16653,213,16653_38,effect,quick transmission to financial markets|16653_38
financial conditions looser than needed,financial markets,lower,,speech_16653_narr_16653_39_cause_214,16653,214,16653_39,cause,financial conditions looser than needed|16653_39
extended persistence of inflation,inflation,higher,,speech_16653_narr_16653_39_effect_214,16653,214,16653_39,effect,extended persistence of inflation|16653_39
long period of time above the 2% target,inflation,higher,,speech_16653_narr_16653_40_cause_215,16653,215,16653_40,cause,long period of time above the 2% target|16653_40
increase in degree of backward-lookingness,inflation,higher,,speech_16653_narr_16653_40_effect_215,16653,215,16653_40,effect,increase in degree of backward-lookingness|16653_40
risk of increasingly persistent inflation,inflation,higher,,speech_16653_narr_16653_41_cause_216,16653,216,16653_41,cause,risk of increasingly persistent inflation|16653_41
more tightening needed,interest rates,higher,,speech_16653_narr_16653_41_effect_216,16653,216,16653_41,effect,more tightening needed|16653_41
failing to do enough now,inflation,higher,,speech_16653_narr_16653_42_cause_217,16653,217,16653_42,cause,failing to do enough now|16653_42
higher inflation,inflation,higher,,speech_16653_narr_16653_42_effect_217,16653,217,16653_42,effect,higher inflation|16653_42
lower activity,output,lower,,speech_16653_narr_16653_42_effect_217,16653,217,16653_42,effect,lower activity|16653_42
credit shocks,credit,higher,,speech_16653_narr_16653_43_cause_218,16653,218,16653_43,cause,credit shocks|16653_43
output responses,output,normal,,speech_16653_narr_16653_43_effect_218,16653,218,16653_43,effect,output responses|16653_43
credit shocks,credit,higher,,speech_16653_narr_16653_44_cause_219,16653,219,16653_44,cause,credit shocks|16653_44
inflation responses,inflation,normal,,speech_16653_narr_16653_44_effect_219,16653,219,16653_44,effect,inflation responses|16653_44
development of a new lending tool for non-bank financial institutions,financial markets,higher,,speech_16654_narr_16654_0_cause_220,16654,220,16654_0,cause,development of a new lending tool for non-bank financial institutions|16654_0
tackling systemic risks in market-based finance,financial markets,higher,,speech_16654_narr_16654_0_effect_220,16654,220,16654_0,effect,tackling systemic risks in market-based finance|16654_0
shift away from traditional banks to Non-Bank Financial Institutions,financial markets,higher,,speech_16654_narr_16654_1_cause_221,16654,221,16654_1,cause,shift away from traditional banks to Non-Bank Financial Institutions|16654_1
increased competition and innovation in financial services,financial markets,higher,,speech_16654_narr_16654_1_effect_221,16654,221,16654_1,effect,increased competition and innovation in financial services|16654_1
shift away from traditional banks to Non-Bank Financial Institutions,financial markets,higher,,speech_16654_narr_16654_2_cause_222,16654,222,16654_2,cause,shift away from traditional banks to Non-Bank Financial Institutions|16654_2
enhanced stability of the financial system,financial markets,higher,,speech_16654_narr_16654_2_effect_222,16654,222,16654_2,effect,enhanced stability of the financial system|16654_2
growth in scale and range of Non-Bank Financial Institutions,financial markets,higher,,speech_16654_narr_16654_3_cause_223,16654,223,16654_3,cause,growth in scale and range of Non-Bank Financial Institutions|16654_3
new forms of liquidity risks to financial stability,financial markets,higher,,speech_16654_narr_16654_3_effect_223,16654,223,16654_3,effect,new forms of liquidity risks to financial stability|16654_3
limited number of serious liquidity crises involving NBFIs post-GFC,financial markets,lower,,speech_16654_narr_16654_4_cause_224,16654,224,16654_4,cause,limited number of serious liquidity crises involving NBFIs post-GFC|16654_4
doubt about the scale of financial stability threat,financial markets,lower,,speech_16654_narr_16654_4_effect_224,16654,224,16654_4,effect,doubt about the scale of financial stability threat|16654_4
traditional central bank tools for lending to banks,credit,lower,,speech_16654_narr_16654_5_cause_225,16654,225,16654_5,cause,traditional central bank tools for lending to banks|16654_5
inability to stabilize the financial system as a whole,financial markets,lower,,speech_16654_narr_16654_5_effect_225,16654,225,16654_5,effect,inability to stabilize the financial system as a whole|16654_5
sudden onset of Covid lockdown,geopolitical shocks,higher,,speech_16654_narr_16654_6_cause_226,16654,226,16654_6,cause,sudden onset of Covid lockdown|16654_6
dash for cash by NBFIs and others,financial markets,higher,,speech_16654_narr_16654_6_effect_226,16654,226,16654_6,effect,dash for cash by NBFIs and others|16654_6
sharp adjustment in gilt yields following Government's fiscal announcements,interest rates,higher,,speech_16654_narr_16654_7_cause_227,16654,227,16654_7,cause,sharp adjustment in gilt yields following Government's fiscal announcements|16654_7
large-scale fire sales by LDI funds,financial markets,higher,,speech_16654_narr_16654_7_effect_227,16654,227,16654_7,effect,large-scale fire sales by LDI funds|16654_7
growth of non-bank financial system since GFC,financial markets,higher,,speech_16654_narr_16654_8_cause_228,16654,228,16654_8,cause,growth of non-bank financial system since GFC|16654_8
increased reliance on NBFIs for saving and borrowing,financial markets,higher,,speech_16654_narr_16654_8_effect_228,16654,228,16654_8,effect,increased reliance on NBFIs for saving and borrowing|16654_8
intermediation capacity in core markets failing to keep pace with NBFI growth,financial markets,lower,,speech_16654_narr_16654_9_cause_229,16654,229,16654_9,cause,intermediation capacity in core markets failing to keep pace with NBFI growth|16654_9
demand for liquidity at times of stress,financial markets,higher,,speech_16654_narr_16654_9_effect_229,16654,229,16654_9,effect,demand for liquidity at times of stress|16654_9
NBFIs seeking temporary liquidity,financial markets,higher,,speech_16654_narr_16654_10_cause_230,16654,230,16654_10,cause,NBFIs seeking temporary liquidity|16654_10
temporary surge in fund investor redemptions,financial markets,higher,,speech_16654_narr_16654_10_effect_230,16654,230,16654_10,effect,temporary surge in fund investor redemptions|16654_10
NBFIs seeking temporary liquidity,financial markets,higher,,speech_16654_narr_16654_11_cause_231,16654,231,16654_11,cause,NBFIs seeking temporary liquidity|16654_11
margin calls on derivatives,financial markets,higher,,speech_16654_narr_16654_11_effect_231,16654,231,16654_11,effect,margin calls on derivatives|16654_11
NBFIs seeking temporary liquidity,financial markets,higher,,speech_16654_narr_16654_12_cause_232,16654,232,16654_12,cause,NBFIs seeking temporary liquidity|16654_12
temporary drying up in dealer funding,financial markets,lower,,speech_16654_narr_16654_12_effect_232,16654,232,16654_12,effect,temporary drying up in dealer funding|16654_12
lending directly to NBFIs against high quality collateral,financial markets,higher,,speech_16654_narr_16654_13_cause_233,16654,233,16654_13,cause,lending directly to NBFIs against high quality collateral|16654_13
risk of confusing perceptions of central banks monetary policy stance,financial markets,lower,,speech_16654_narr_16654_13_effect_233,16654,233,16654_13,effect,risk of confusing perceptions of central banks monetary policy stance|16654_13
lending directly to NBFIs against high quality collateral,credit,normal,,speech_16654_narr_16654_14_cause_234,16654,234,16654_14,cause,lending directly to NBFIs against high quality collateral|16654_14
fewer balance sheet costs for public authorities,government spending,lower,,speech_16654_narr_16654_14_effect_234,16654,234,16654_14,effect,fewer balance sheet costs for public authorities|16654_14
lending directly to NBFIs against high quality collateral,credit,normal,,speech_16654_narr_16654_15_cause_235,16654,235,16654_15,cause,lending directly to NBFIs against high quality collateral|16654_15
reduce the risks of central bank interventions creating perverse market incentives,financial markets,lower,,speech_16654_narr_16654_15_effect_235,16654,235,16654_15,effect,reduce the risks of central bank interventions creating perverse market incentives|16654_15
borrowing on central bank terms,credit,lower,,speech_16654_narr_16654_16_cause_236,16654,236,16654_16,cause,borrowing on central bank terms|16654_16
less costly than fire sales of assets,financial markets,lower,,speech_16654_narr_16654_16_effect_236,16654,236,16654_16,effect,less costly than fire sales of assets|16654_16
overly generous facility,financial markets,higher,,speech_16654_narr_16654_17_cause_237,16654,237,16654_17,cause,overly generous facility|16654_17
liquidity risk-taking by NBFIs,financial markets,higher,,speech_16654_narr_16654_17_effect_237,16654,237,16654_17,effect,liquidity risk-taking by NBFIs|16654_17
overly generous facility,financial markets,higher,,speech_16654_narr_16654_18_cause_238,16654,238,16654_18,cause,overly generous facility|16654_18
undermine financial stability,financial markets,lower,,speech_16654_narr_16654_18_effect_238,16654,238,16654_18,effect,undermine financial stability|16654_18
LDI standards,financial markets,higher,,speech_16654_narr_16654_19_cause_239,16654,239,16654_19,cause,LDI standards|16654_19
resilience of the wider defined benefit pension scheme sector,financial markets,higher,,speech_16654_narr_16654_19_effect_239,16654,239,16654_19,effect,resilience of the wider defined benefit pension scheme sector|16654_19
NBFIs,financial markets,higher,,speech_16654_narr_16654_20_cause_240,16654,240,16654_20,cause,NBFIs|16654_20
introduction of new sources of systemic risk,financial markets,higher,,speech_16654_narr_16654_20_effect_240,16654,240,16654_20,effect,introduction of new sources of systemic risk|16654_20
bank lending tools,credit,lower,,speech_16654_narr_16654_21_cause_241,16654,241,16654_21,cause,bank lending tools|16654_21
inability to reach the source of the problem,financial markets,higher,,speech_16654_narr_16654_21_effect_241,16654,241,16654_21,effect,inability to reach the source of the problem|16654_21
asset buy/sell tools,financial markets,higher,,speech_16654_narr_16654_22_cause_242,16654,242,16654_22,cause,asset buy/sell tools|16654_22
posing financial and policy risks,financial markets,higher,,speech_16654_narr_16654_22_effect_242,16654,242,16654_22,effect,posing financial and policy risks|16654_22
ICPFs,financial markets,higher,,speech_16654_narr_16654_23_cause_243,16654,243,16654_23,cause,ICPFs|16654_23
accounting for a material share of gilt sales,financial markets,higher,,speech_16654_narr_16654_23_effect_243,16654,243,16654_23,effect,accounting for a material share of gilt sales|16654_23
resilience reforms,financial markets,normal,,speech_16654_narr_16654_24_cause_244,16654,244,16654_24,cause,resilience reforms|16654_24
ongoing,financial markets,normal,,speech_16654_narr_16654_24_effect_244,16654,244,16654_24,effect,ongoing|16654_24
Banks System Wide Exploratory Scenario exercise,financial markets,normal,,speech_16654_narr_16654_25_cause_245,16654,245,16654_25,cause,Banks System Wide Exploratory Scenario exercise|16654_25
learning more about questions,financial markets,normal,,speech_16654_narr_16654_25_effect_245,16654,245,16654_25,effect,learning more about questions|16654_25
improving resilience in the NBFI sector,financial markets,higher,,speech_16654_narr_16654_26_cause_246,16654,246,16654_26,cause,improving resilience in the NBFI sector|16654_26
making the dream of a Grand Bargain a reality,financial markets,normal,,speech_16654_narr_16654_26_effect_246,16654,246,16654_26,effect,making the dream of a Grand Bargain a reality|16654_26
prudential regulation covering liquidity risk,financial markets,normal,,speech_16654_narr_16654_27_cause_247,16654,247,16654_27,cause,prudential regulation covering liquidity risk|16654_27
firms compliance with these regulations,financial markets,normal,,speech_16654_narr_16654_27_effect_247,16654,247,16654_27,effect,firms compliance with these regulations|16654_27
regulation and supervision,financial markets,higher,,speech_16654_narr_16654_28_cause_248,16654,248,16654_28,cause,regulation and supervision|16654_28
further strengthening,financial markets,higher,,speech_16654_narr_16654_28_effect_248,16654,248,16654_28,effect,further strengthening|16654_28
climate change,other,higher,,speech_16655_narr_16655_0_cause_249,16655,249,16655_0,cause,climate change|16655_0
macroeconomic effects,other,higher,,speech_16655_narr_16655_0_effect_249,16655,249,16655_0,effect,macroeconomic effects|16655_0
climate mitigation policies,other,higher,,speech_16655_narr_16655_1_cause_250,16655,250,16655_1,cause,climate mitigation policies|16655_1
change in transmission of demand shocks,output,normal,,speech_16655_narr_16655_1_effect_250,16655,250,16655_1,effect,change in transmission of demand shocks|16655_1
climate mitigation policies,other,higher,,speech_16655_narr_16655_2_cause_251,16655,251,16655_2,cause,climate mitigation policies|16655_2
change in transmission of monetary policy,interest rates,normal,,speech_16655_narr_16655_2_effect_251,16655,251,16655_2,effect,change in transmission of monetary policy|16655_2
climate mitigation policies,geopolitical shocks,higher,,speech_16655_narr_16655_3_cause_252,16655,252,16655_3,cause,climate mitigation policies|16655_3
impact on UK macroeconomic environment,geopolitical shocks,higher,,speech_16655_narr_16655_3_effect_252,16655,252,16655_3,effect,impact on UK macroeconomic environment|16655_3
carbon pricing instruments,other,higher,,speech_16655_narr_16655_4_cause_253,16655,253,16655_4,cause,carbon pricing instruments|16655_4
increase in carbon prices,other,higher,,speech_16655_narr_16655_4_effect_253,16655,253,16655_4,effect,increase in carbon prices|16655_4
carbon pricing instruments,other,higher,,speech_16655_narr_16655_5_cause_254,16655,254,16655_5,cause,carbon pricing instruments|16655_5
reduction in output of carbon-intensive products,output,lower,,speech_16655_narr_16655_5_effect_254,16655,254,16655_5,effect,reduction in output of carbon-intensive products|16655_5
price signals from carbon instruments,other,higher,,speech_16655_narr_16655_6_cause_255,16655,255,16655_6,cause,price signals from carbon instruments|16655_6
induction of greener investments,other,higher,,speech_16655_narr_16655_6_effect_255,16655,255,16655_6,effect,induction of greener investments|16655_6
price signals from carbon instruments,other,normal,,speech_16655_narr_16655_7_cause_256,16655,256,16655_7,cause,price signals from carbon instruments|16655_7
reduction in consumption of carbon-intensive products,other,lower,,speech_16655_narr_16655_7_effect_256,16655,256,16655_7,effect,reduction in consumption of carbon-intensive products|16655_7
macroeconomic demand shocks,output,higher,,speech_16655_narr_16655_8_cause_257,16655,257,16655_8,cause,macroeconomic demand shocks|16655_8
greater price volatility with quantity-based instruments,financial markets,higher,,speech_16655_narr_16655_8_effect_257,16655,257,16655_8,effect,greater price volatility with quantity-based instruments|16655_8
shock to or permanent increase in energy prices,inflation,higher,,speech_16655_narr_16655_9_cause_258,16655,258,16655_9,cause,shock to or permanent increase in energy prices|16655_9
significant impacts on energy-intensive imported goods,trade,higher,,speech_16655_narr_16655_9_effect_258,16655,258,16655_9,effect,significant impacts on energy-intensive imported goods|16655_9
shocks to widely-used intermediate goods,trade,higher,,speech_16655_narr_16655_10_cause_259,16655,259,16655_10,cause,shocks to widely-used intermediate goods|16655_10
pervasive and long-lasting effects across all other goods and sectors,output,lower,,speech_16655_narr_16655_10_effect_259,16655,259,16655_10,effect,pervasive and long-lasting effects across all other goods and sectors|16655_10
reliance on fossil fuel energy,geopolitical shocks,higher,,speech_16655_narr_16655_11_cause_260,16655,260,16655_11,cause,reliance on fossil fuel energy|16655_11
exposure to risk of further price shocks,inflation,higher,,speech_16655_narr_16655_11_effect_260,16655,260,16655_11,effect,exposure to risk of further price shocks|16655_11
moving towards a greener mix for energy generation,geopolitical shocks,lower,,speech_16655_narr_16655_12_cause_261,16655,261,16655_12,cause,moving towards a greener mix for energy generation|16655_12
reduced risk of large shocks and macroeconomic ramifications,geopolitical shocks,lower,,speech_16655_narr_16655_12_effect_261,16655,261,16655_12,effect,reduced risk of large shocks and macroeconomic ramifications|16655_12
less stringent evolution in emissions permits,other,lower,,speech_16655_narr_16655_13_cause_262,16655,262,16655_13,cause,less stringent evolution in emissions permits|16655_13
fall in demand for permits,other,lower,,speech_16655_narr_16655_13_effect_262,16655,262,16655_13,effect,fall in demand for permits|16655_13
introduction of policies,financial markets,higher,,speech_16655_narr_16655_14_cause_263,16655,263,16655_14,cause,introduction of policies|16655_14
volatility,financial markets,higher,,speech_16655_narr_16655_14_effect_263,16655,263,16655_14,effect,volatility|16655_14
price-based instruments such as carbon taxes,output,fluctuations,,speech_16655_narr_16655_15_cause_264,16655,264,16655_15,cause,price-based instruments such as carbon taxes|16655_15
fluctuations in output,output,normal,,speech_16655_narr_16655_15_effect_264,16655,264,16655_15,effect,fluctuations in output|16655_15
quantity-based instruments such as an ETS,inflation,higher,,speech_16655_narr_16655_16_cause_265,16655,265,16655_16,cause,quantity-based instruments such as an ETS|16655_16
price fluctuations,inflation,higher,,speech_16655_narr_16655_16_effect_265,16655,265,16655_16,effect,price fluctuations|16655_16
uncertainty,other,higher,,speech_16655_narr_16655_17_cause_266,16655,266,16655_17,cause,uncertainty|16655_17
"reduction in investment, consumption, and employment",output,lower,,speech_16655_narr_16655_17_effect_266,16655,266,16655_17,effect,"reduction in investment, consumption, and employment|16655_17"
uncertainty,other,higher,,speech_16655_narr_16655_18_cause_267,16655,267,16655_18,cause,uncertainty|16655_18
increase in option value of waiting,financial markets,higher,,speech_16655_narr_16655_18_effect_267,16655,267,16655_18,effect,increase in option value of waiting|16655_18
carbon supply shock,other,higher,,speech_16655_narr_16655_19_cause_268,16655,268,16655_19,cause,carbon supply shock|16655_19
0.15% peak increase in CPI,inflation,higher,,speech_16655_narr_16655_19_effect_268,16655,268,16655_19,effect,0.15% peak increase in CPI|16655_19
carbon supply shock,other,higher,,speech_16655_narr_16655_20_cause_269,16655,269,16655_20,cause,carbon supply shock|16655_20
0.3% decrease in output,output,lower,,speech_16655_narr_16655_20_effect_269,16655,269,16655_20,effect,0.3% decrease in output|16655_20
carbon supply shock,geopolitical shocks,higher,,speech_16655_narr_16655_21_cause_270,16655,270,16655_21,cause,carbon supply shock|16655_21
carbon prices,other,higher,,speech_16655_narr_16655_21_effect_270,16655,270,16655_21,effect,carbon prices|16655_21
rise in carbon price,other,higher,,speech_16655_narr_16655_22_cause_271,16655,271,16655_22,cause,rise in carbon price|16655_22
output fall for emissions-intensive goods,output,lower,,speech_16655_narr_16655_22_effect_271,16655,271,16655_22,effect,output fall for emissions-intensive goods|16655_22
carbon price shock,geopolitical shocks,higher,,speech_16655_narr_16655_23_cause_272,16655,272,16655_23,cause,carbon price shock|16655_23
output increase for green firms,output,higher,,speech_16655_narr_16655_23_effect_272,16655,272,16655_23,effect,output increase for green firms|16655_23
decline in expected profitability of emissions-intensive firms,other,lower,,speech_16655_narr_16655_24_cause_273,16655,273,16655_24,cause,decline in expected profitability of emissions-intensive firms|16655_24
persistent decline in investment,output,lower,,speech_16655_narr_16655_24_effect_273,16655,273,16655_24,effect,persistent decline in investment|16655_24
persistent fall in relative prices of green and emissions-intensive goods,inflation,lower,,speech_16655_narr_16655_25_cause_274,16655,274,16655_25,cause,persistent fall in relative prices of green and emissions-intensive goods|16655_25
fall in investment,output,lower,,speech_16655_narr_16655_25_effect_274,16655,274,16655_25,effect,fall in investment|16655_25
rising cost of emissions-intensive goods,inflation,higher,,speech_16655_narr_16655_26_cause_275,16655,275,16655_26,cause,rising cost of emissions-intensive goods|16655_26
inflation increase,inflation,higher,,speech_16655_narr_16655_26_effect_275,16655,275,16655_26,effect,inflation increase|16655_26
carbon taxes,output,lower,,speech_16655_narr_16655_27_cause_276,16655,276,16655_27,cause,carbon taxes|16655_27
decrease in output,output,lower,,speech_16655_narr_16655_27_effect_276,16655,276,16655_27,effect,decrease in output|16655_27
investment,output,higher,,speech_16655_narr_16655_28_cause_277,16655,277,16655_28,cause,investment|16655_28
subsidies,output,higher,,speech_16655_narr_16655_28_cause_277,16655,277,16655_28,cause,subsidies|16655_28
increase in output,output,higher,,speech_16655_narr_16655_28_effect_277,16655,277,16655_28,effect,increase in output|16655_28
carbon taxes,inflation,higher,,speech_16655_narr_16655_29_cause_278,16655,278,16655_29,cause,carbon taxes|16655_29
inflationary effects,inflation,higher,,speech_16655_narr_16655_29_effect_278,16655,278,16655_29,effect,inflationary effects|16655_29
public investments,government spending,higher,,speech_16655_narr_16655_30_cause_279,16655,279,16655_30,cause,public investments|16655_30
inflationary effects,inflation,higher,,speech_16655_narr_16655_30_effect_279,16655,279,16655_30,effect,inflationary effects|16655_30
subsidies,inflation,higher,,speech_16655_narr_16655_31_cause_280,16655,280,16655_31,cause,subsidies|16655_31
inflationary effects,inflation,higher,,speech_16655_narr_16655_31_effect_280,16655,280,16655_31,effect,inflationary effects|16655_31
expectations for future tax increases,government spending,lower,,speech_16655_narr_16655_32_cause_281,16655,281,16655_32,cause,expectations for future tax increases|16655_32
negative effect on demand in the current period,output,lower,,speech_16655_narr_16655_32_effect_281,16655,281,16655_32,effect,negative effect on demand in the current period|16655_32
fully rational agents internalising hit to permanent incomes,output,lower,,speech_16655_narr_16655_33_cause_282,16655,282,16655_33,cause,fully rational agents internalising hit to permanent incomes|16655_33
output fall,output,lower,,speech_16655_narr_16655_33_effect_282,16655,282,16655_33,effect,output fall|16655_33
permanent increase in carbon price,other,higher,,speech_16655_narr_16655_34_cause_283,16655,283,16655_34,cause,permanent increase in carbon price|16655_34
larger upwards impact on inflation,inflation,higher,,speech_16655_narr_16655_34_effect_283,16655,283,16655_34,effect,larger upwards impact on inflation|16655_34
sequence of anticipated carbon price shocks,geopolitical shocks,higher,,speech_16655_narr_16655_35_cause_284,16655,284,16655_35,cause,sequence of anticipated carbon price shocks|16655_35
strong inflationary dynamic,inflation,higher,,speech_16655_narr_16655_35_effect_284,16655,284,16655_35,effect,strong inflationary dynamic|16655_35
contractionary monetary policy shock at home,interest rates,higher,,speech_16655_narr_16655_36_cause_285,16655,285,16655_36,cause,contractionary monetary policy shock at home|16655_36
output,output,lower,,speech_16655_narr_16655_36_effect_285,16655,285,16655_36,effect,output|16655_36
inflation,inflation,lower,,speech_16655_narr_16655_36_effect_285,16655,285,16655_36,effect,inflation|16655_36
carbon tax,government spending,higher,,speech_16655_narr_16655_37_cause_286,16655,286,16655_37,cause,carbon tax|16655_37
volatility in home output,output,higher,,speech_16655_narr_16655_37_effect_286,16655,286,16655_37,effect,volatility in home output|16655_37
ETS,inflation,higher,,speech_16655_narr_16655_38_cause_287,16655,287,16655_38,cause,ETS|16655_38
higher inflation volatility,inflation,higher,,speech_16655_narr_16655_38_effect_287,16655,287,16655_38,effect,higher inflation volatility|16655_38
foreign firms enjoying cost-reduction from tradeable lower permit price,trade,lower,,speech_16655_narr_16655_39_cause_288,16655,288,16655_39,cause,foreign firms enjoying cost-reduction from tradeable lower permit price|16655_39
support for output,output,higher,,speech_16655_narr_16655_39_effect_288,16655,288,16655_39,effect,support for output|16655_39
green subsidies on labour costs to green firms,labour market,higher,,speech_16655_narr_16655_40_cause_289,16655,289,16655_40,cause,green subsidies on labour costs to green firms|16655_40
larger effects on consumption,government spending,higher,,speech_16655_narr_16655_40_effect_289,16655,289,16655_40,effect,larger effects on consumption|16655_40
subsidies for green loans to banks,credit,higher,,speech_16655_narr_16655_41_cause_290,16655,290,16655_41,cause,subsidies for green loans to banks|16655_41
larger effects on consumption,government spending,higher,,speech_16655_narr_16655_41_effect_290,16655,290,16655_41,effect,larger effects on consumption|16655_41
subsidies on capital to green firms,government spending,higher,,speech_16655_narr_16655_42_cause_291,16655,291,16655_42,cause,subsidies on capital to green firms|16655_42
consumption,output,lower,,speech_16655_narr_16655_42_effect_291,16655,291,16655_42,effect,consumption|16655_42
direct subsidies to households,government spending,higher,,speech_16655_narr_16655_43_cause_292,16655,292,16655_43,cause,direct subsidies to households|16655_43
smaller effects on consumption,government spending,lower,,speech_16655_narr_16655_43_effect_292,16655,292,16655_43,effect,smaller effects on consumption|16655_43
subsidies,government spending,higher,,speech_16655_narr_16655_44_cause_293,16655,293,16655_44,cause,subsidies|16655_44
reduction in relative prices of green goods,inflation,lower,,speech_16655_narr_16655_44_effect_293,16655,293,16655_44,effect,reduction in relative prices of green goods|16655_44
subsidies,government spending,higher,,speech_16655_narr_16655_45_cause_294,16655,294,16655_45,cause,subsidies|16655_45
increase in production of green goods,output,higher,,speech_16655_narr_16655_45_effect_294,16655,294,16655_45,effect,increase in production of green goods|16655_45
carbon taxes,government spending,higher,,speech_16655_narr_16655_46_cause_295,16655,295,16655_46,cause,carbon taxes|16655_46
expansion of the economy,output,higher,,speech_16655_narr_16655_46_effect_295,16655,295,16655_46,effect,expansion of the economy|16655_46
carbon taxes,government spending,higher,,speech_16655_narr_16655_47_cause_296,16655,296,16655_47,cause,carbon taxes|16655_47
welfare gains,other,higher,,speech_16655_narr_16655_47_effect_296,16655,296,16655_47,effect,welfare gains|16655_47
carbon taxes,government spending,normal,,speech_16655_narr_16655_48_cause_297,16655,297,16655_48,cause,carbon taxes|16655_48
reduction in macroeconomic consequences,government spending,lower,,speech_16655_narr_16655_48_effect_297,16655,297,16655_48,effect,reduction in macroeconomic consequences|16655_48
technological progress,productivity,higher,,speech_16655_narr_16655_49_cause_298,16655,298,16655_49,cause,technological progress|16655_49
reduction in the cost of renewable energy,productivity,lower,,speech_16655_narr_16655_49_effect_298,16655,298,16655_49,effect,reduction in the cost of renewable energy|16655_49
increased regulatory uncertainty,other,higher,,speech_16655_narr_16655_50_cause_299,16655,299,16655_50,cause,increased regulatory uncertainty|16655_50
decreased firm investment in renewable energy generation,other,lower,,speech_16655_narr_16655_50_effect_299,16655,299,16655_50,effect,decreased firm investment in renewable energy generation|16655_50
policy-related uncertainty shocks,inflation,higher,,speech_16655_narr_16655_51_cause_300,16655,300,16655_51,cause,policy-related uncertainty shocks|16655_51
rise in short and long run inflation expectations,inflation,higher,,speech_16655_narr_16655_51_effect_300,16655,300,16655_51,effect,rise in short and long run inflation expectations|16655_51
carbon pricing shocks,geopolitical shocks,higher,,speech_16655_narr_16655_52_cause_301,16655,301,16655_52,cause,carbon pricing shocks|16655_52
affect green firms less than emissions-intensive firms,financial markets,lower,,speech_16655_narr_16655_52_effect_301,16655,301,16655_52,effect,affect green firms less than emissions-intensive firms|16655_52
carbon prices,other,higher,,speech_16655_narr_16655_53_cause_302,16655,302,16655_53,cause,carbon prices|16655_53
raise the cost of capital of emissions-intensive firms,financial markets,higher,,speech_16655_narr_16655_53_effect_302,16655,302,16655_53,effect,raise the cost of capital of emissions-intensive firms|16655_53
contractionary monetary policy shock,interest rates,higher,,speech_16655_narr_16655_54_cause_303,16655,303,16655_54,cause,contractionary monetary policy shock|16655_54
output declines,output,lower,,speech_16655_narr_16655_54_effect_303,16655,303,16655_54,effect,output declines|16655_54
output decline,output,lower,,speech_16655_narr_16655_55_cause_304,16655,304,16655_55,cause,output decline|16655_55
reduction in the demand for emissions,output,lower,,speech_16655_narr_16655_55_effect_304,16655,304,16655_55,effect,reduction in the demand for emissions|16655_55
output decline under ETS,output,lower,,speech_16655_narr_16655_56_cause_305,16655,305,16655_56,cause,output decline under ETS|16655_56
carbon price,other,lower,,speech_16655_narr_16655_56_effect_305,16655,305,16655_56,effect,carbon price|16655_56
fall in carbon price under ETS,other,lower,,speech_16655_narr_16655_57_cause_306,16655,306,16655_57,cause,fall in carbon price under ETS|16655_57
boosts output in foreign country,output,higher,,speech_16655_narr_16655_57_effect_306,16655,306,16655_57,effect,boosts output in foreign country|16655_57
stronger stabilisation effort from the central bank,interest rates,higher,,speech_16655_narr_16655_58_cause_307,16655,307,16655_58,cause,stronger stabilisation effort from the central bank|16655_58
uncertainty of the climate policy,other,lower,,speech_16655_narr_16655_58_effect_307,16655,307,16655_58,effect,uncertainty of the climate policy|16655_58
